,dataset,label,count
705,NORA,rh.S_circular_insula_inf,1
706,NORA,rh.S_circular_insula_sup,1
707,NORA,rh.S_collat_transv_ant,1
708,NORA,rh.S_collat_transv_post,1
709,NORA,rh.S_front_inf,1
710,NORA,rh.S_front_middle,1
711,NORA,rh.S_front_sup,1
712,NORA,rh.S_interm_prim-Jensen,1
713,NORA,rh.S_intrapariet&P_trans,1
714,NORA,rh.S_oc-temp_lat,1
715,NORA,rh.S_oc-temp_med&Lingual,1
716,NORA,rh.S_oc_middle&Lunatus,1
717,NORA,rh.S_oc_sup&transversal,1
718,NORA,rh.S_occipital_ant,1
719,NORA,rh.S_orbital-H_Shaped,1
720,NORA,rh.S_orbital_lateral,1
721,NORA,rh.S_orbital_med-olfact,1
722,NORA,rh.S_parieto_occipital,1
723,NORA,rh.S_pericallosal,1
724,NORA,rh.S_postcentral,1
725,NORA,rh.S_precentral-inf-part,1
726,NORA,rh.S_precentral-sup-part,1
727,NORA,rh.S_suborbital,1
728,NORA,rh.S_subparietal,1
729,NORA,rh.S_temporal_inf,1
730,NORA,rh.S_temporal_sup,1
731,NORA,rh.S_temporal_transverse,1
732,NORA,rh.Unknown,1
733,NORA,rh.ifms_v,3
734,NORA,rh.imfs,3
735,NORA,lh.ifms_v,7
736,NORA,surfer,6
737,NORA,lh.prts_new,1
738,NORA,rh.prts_new,1
739,NORA,lh.painfs_a_new,1
740,NORA,lh.painfs_new,2
741,NORA,lh.slos3,18
742,NORA,lh.NORA_ifrms_v1,8
743,NORA,rh.NORA_ifrms_v1,8
744,NORA,lh.DLPFC_VLPFC_nopainfs_manual,27
745,NORA,rh.DLPFC_VLPFC_nopainfs_manual,27
746,NORA,rh.slos,7
747,NORA,rh.slos2,47
748,NORA,rh.slos3,22
749,NORA,lh.CingS,1
750,NORA,lh.4,14
751,NORA,lh.5,4
752,NORA,rh.4,15
753,NORA,lh.NORA_PCC_4,14
754,NORA,lh.NORA_PCC_4_v2,14
755,NORA,lh.NORA_PCC_5,4
756,NORA,lh.NORA_PCC_5_v2,4
757,NORA,lh.NORA_ifrms_tertiary_4_v1,14
758,NORA,lh.NORA_ifrms_tertiary_5_v1,4
759,NORA,rh.NORA_PCC_4,15
760,NORA,rh.NORA_PCC_4_v2,15
761,NORA,rh.NORA_ifrms_tertiary_4_v1,15
762,NORA,lh.WM_screenshot_nofix,1
763,NORA,rh.WM_PFC,1
764,NORA,lh.WM_PFC,1
765,NORA,manual_label,22
766,NORA,manual_labels,22
767,NORA,rh.IPCS,1
768,NORA,lh.IPCS,1
769,NORA,rh.MFS,1
770,NORA,lh.SPCS,1
771,NORA,rh.SPCS,1
772,NORA,lh.ascs,1
773,NORA,rh.he,1
774,NORA,rh.pain_fs,1
775,NORA,lh.infs_v_new,5
776,NORA,lh.INFS_V_FIX,3
777,NORA,lh.INFS_V,3
778,NORA,lh.trs,1
779,NORA,rh.cs,1
780,NORA,today_rh.IPS,1
781,NORA,lh.LOS,1
782,NORA,lh.sB.annot,1
783,NORA,error,6
784,NORA,rh.painfs_;,1
785,NORA,rh.NORA_sfs_p,4
786,NORA,rhtfs,1
787,NORA,lh.NORA_PCC_sps_v3,6
788,NORA,lh.sfs_p_new,1
789,NORA,lh.infs_h_new,3
790,NORA,lh.INFS_H_FIX,3
791,NORA,lh.SFS_P_FIX,1
792,NORA,lh.pMFS,8
793,NORA,lh.iMFS,8
794,NORA,lh.aMFS,7
795,NORA,rh.iMFS,9
796,NORA,lh.lfms_new,1
797,NORA,lh.NORA_pmfs_a,2
798,NORA,rh.NORA_sprs,2
799,NORA,lh.slos4,3
800,NORA,rh.slos4,7
801,NORA,lh.aald,1
802,NORA,lh.NORA_sprs,2
803,NORA,rh.trs,1
804,NORA,lh.ALL_DLPFC_VLPFC_SULCI,91
805,NORA,rh.ALL_DLPFC_VLPFC_SULCI,91
806,NORA,rh.INSULA,96
807,NORA,lh.INSULA,96
808,NORA,rh.5,7
809,NORA,rh.NORA_PCC_5,7
810,NORA,rh.NORA_PCC_5_v2,7
811,NORA,rh.NORA_ifrms_tertiary_5_v1,7
812,NORA,lh.pfms_a,1
813,NORA,lh.pfms_i,1
814,NORA,lh.pfms_p,1
815,NORA,rh.mfmfs,1
816,NORA,rh.pMFS,7
817,NORA,rh.aMFS,8
818,NORA,rh.DLPFC_VLPFC_rhpainfs_manual,7
819,NORA,rh.central.thresh,1
820,NORA,painfs_p,1
821,NORA,lh.fps,1
822,NORA,lh.acsfs,1
823,NORA,lh.imfs,3
824,NORA,rh.mFS.labelrh.IFS,1
825,NORA,rh.fps,2
826,NORA,rh.cental,1
827,NORA,lh.sprs_new,1
828,NORA,lh.SPRS_FIX,1
829,NORA,lh.IMFS,1
830,NORA,rh.painfs_p_new,2
831,NORA,rh.painfs_new,3
832,NORA,rh.NORA_pmfs_a,3
833,NORA,lh.pmsf_a,1
834,NORA,lh.pmsf_i,1
835,NORA,lh.pmsf_p,1
836,NORA,test,3
837,NORA,lh.ifms_new,5
838,NORA,rh.lfmss,1
839,NORA,rh.ifs_new_new,1
840,NORA,lh.central.annot,1
841,NORA,lh.sprsl,1
842,NORA,rh.acfs,4
843,NORA,rh.nTOS,2
844,NORA,rh.ifms_new,4
845,NORA,lh.sfpams,1
846,NORA,rh.sprslabel,1
847,NORA,rh.painfs_a_new,3
848,NORA,lh.prcus4,1
849,NORA,lh.acfs,1
850,NORA,lh.v_ifms,2
851,NORA,rh.v_ifms,2
852,NORA,lh.infsh_h,1
853,NORA,lh.painfs_alabel,1
854,NORA,rh.mfms_v,1
855,NORA,lh.IPs,1
856,NORA,rh.STS2,1
857,NORA,rh.6,1
858,NORA,rh.NORA_PCC_6,1
859,NORA,rh.NORA_PCC_6_v2,1
860,NORA,rh.NORA_ifrms_tertiary_6_v1,1
861,NORA,lh.testing,1
862,NORA,sfs_p,1
863,NORA,Link to lh.imfs,1
864,NORA,lh.imfs_v,1
865,NORA,cross,2
866,NORA,rh.rs,1
867,NORA,lh.tst,2
868,NORA,rh.test,1
869,NORA,rh.prt,1
870,NORA,lh.aparc.annot,1
871,NORA,lh.aparc.annot.p,1
872,NORA,lh.aparc.a2009s.annot,1
873,NORA,lh.aparc.a2009s.annot.p,1
874,NORA,rh.aparc.annot,1
875,NORA,rh.aparc.annot.p,1
876,NORA,rh.aparc.a2009s.annot,1
877,NORA,rh.aparc.a2009s.annot.p,1
